Academic_Year,Student_ID,Surname,Forename,Gender,Date_of_Birth,Nationality,username,email,Prog_Yr,Stud_Yr,AIMS_Start,AIMS_ExpEnd,Category,Programme_Name
2020/21,10001219,Long,Timothy,M,03/05/1998,India,tlong410,student10001219@sample.edu,1,1,2020-09-20,2023-06-30,UG,Accountancy & Finance
2020/21,10001220,Hinton,Julian,M,29/11/1998,Jordan,jhinton410,student10001220@sample.edu,1,1,2020-09-20,2023-06-30,UG,Accountancy & Finance
2020/21,10001221,Hudson,Amy,F,13/01/2001,Philippines,ahudson955,student10001221@sample.edu,2,1,2020-09-20,2022-06-30,UG,Accountancy & Finance
2020/21,10001222,Evans,Dana,F,23/12/1999,Philippines,devans572,student10001222@sample.edu,2,1,2020-09-20,2022-06-30,UG,Accountancy & Finance
2020/21,10001223,Juarez,Joel,M,21/07/2000,United States,jjuarez102,student10001223@sample.edu,1,1,2020-09-20,2023-06-30,UG,Accountancy & Finance
2020/21,10001224,Chandler,Jason,M,04/12/2002,Bangladesh,jchandler802,student10001224@sample.edu,1,1,2020-09-20,2023-06-30,UG,Accountancy & Finance
2020/21,10001225,Martin,Darren,M,16/04/2003,Philippines,dmartin888,student10001225@sample.edu,1,1,2020-09-20,2023-06-30,UG,Accountancy & Finance
2020/21,10001226,Proctor,Brittany,F,19/03/2002,Philippines,bproctor526,student10001226@sample.edu,1,1,2020-09-20,2023-06-30,UG,Accountancy & Finance
2020/21,10001227,Jackson,Deborah,F,22/09/2000,United States,djackson768,student10001227@sample.edu,1,1,2020-09-20,2023-06-30,UG,Accountancy & Finance
2020/21,10001228,Cabrera,Patricia,F,01/01/1996,Pakistan,pcabrera976,student10001228@sample.edu,1,1,2020-09-20,2023-06-30,UG,Accountancy & Finance
2020/21,10001229,Scott,Alyssa,F,28/02/1998,United States,ascott334,student10001229@sample.edu,1,1,2020-09-20,2023-06-30,UG,Accountancy & Finance
2020/21,10001230,Watson,Cynthia,F,05/12/1997,Bangladesh,cwatson429,student10001230@sample.edu,1,1,2020-09-20,2023-06-30,UG,Accountancy & Finance
2020/21,10001231,Green,Holly,F,08/02/1996,Jordan,hgreen898,student10001231@sample.edu,2,1,2020-09-20,2022-06-30,UG,Accountancy & Finance
2020/21,10001232,Estes,Nichole,F,24/02/1997,Pakistan,nestes942,student10001232@sample.edu,1,1,2020-09-20,2023-06-30,UG,Accountancy & Finance
2020/21,10001233,George,Ruth,F,11/02/2002,United Kingdom,rgeorge889,student10001233@sample.edu,1,1,2020-09-20,2023-06-30,UG,Accountancy & Finance
2020/21,10001234,Alvarado,Christopher,M,05/05/1998,Jordan,calvarado97,student10001234@sample.edu,1,1,2020-09-20,2023-06-30,UG,Accountancy & Finance
2020/21,10001235,Smith,Maureen,F,21/03/1997,India,msmith712,student10001235@sample.edu,1,1,2020-09-20,2023-06-30,UG,Accountancy & Finance
2020/21,10001236,Wilson,Mark,M,17/02/2001,United States,mwilson44,student10001236@sample.edu,1,1,2020-09-20,2023-06-30,UG,Accountancy & Finance
2020/21,10001237,Harrison,Melanie,F,21/10/2003,Pakistan,mharrison145,student10001237@sample.edu,1,1,2020-09-20,2023-06-30,UG,Accountancy & Finance
2020/21,10001238,King,Lisa,F,12/08/2001,Bangladesh,lking53,student10001238@sample.edu,2,1,2020-09-20,2022-06-30,UG,Accountancy & Finance
2020/21,10001239,Diaz,Jeremiah,M,24/11/2000,United Kingdom,jdiaz755,student10001239@sample.edu,1,1,2020-09-20,2023-06-30,UG,Accountancy & Finance
2020/21,10001240,Martinez,Kathryn,F,20/07/2001,United Kingdom,kmartinez145,student10001240@sample.edu,2,1,2020-09-20,2022-06-30,UG,Accountancy & Finance
2020/21,10001241,Oconnor,Laura,F,03/04/1996,United Kingdom,loconnor245,student10001241@sample.edu,2,1,2020-09-20,2022-06-30,UG,Accountancy & Finance
2020/21,10001242,Henry,Samuel,M,25/03/2002,Bangladesh,shenry602,student10001242@sample.edu,1,1,2020-09-20,2023-06-30,UG,Accountancy & Finance
2020/21,10001243,Cooley,Douglas,M,24/10/2002,India,dcooley39,student10001243@sample.edu,1,1,2020-09-20,2023-06-30,UG,Accountancy & Finance
2020/21,10001244,Miller,Jerome,M,14/06/1997,Pakistan,jmiller461,student10001244@sample.edu,1,1,2020-09-20,2023-06-30,UG,Accountancy & Finance
2020/21,10001245,Davis,Chris,M,08/03/1998,India,cdavis710,student10001245@sample.edu,1,1,2020-09-20,2023-06-30,UG,Accountancy & Finance
2020/21,10001246,Graham,William,M,03/11/1999,India,wgraham538,student10001246@sample.edu,2,1,2020-09-20,2022-06-30,UG,Accountancy & Finance
2020/21,10001247,Green,Kaylee,F,20/09/2000,Egypt,kgreen500,student10001247@sample.edu,3,1,2020-09-20,2021-06-30,UG,Accountancy & Finance
2020/21,10001248,Morales,Erin,F,01/12/1999,Jordan,emorales247,student10001248@sample.edu,1,1,2020-09-20,2023-06-30,UG,Accountancy & Finance
2020/21,10001249,Green,Jamie,F,17/04/1999,India,jgreen793,student10001249@sample.edu,1,1,2020-09-20,2023-06-30,UG,Accountancy & Finance
2020/21,10001250,Mcintosh,Jerry,M,24/04/1995,United Kingdom,jmcintosh26,student10001250@sample.edu,2,1,2020-09-20,2022-06-30,UG,Accountancy & Finance
2020/21,10001251,Lewis,Michelle,F,21/05/1997,United States,mlewis279,student10001251@sample.edu,1,1,2020-09-20,2023-06-30,UG,Accountancy & Finance
2020/21,10001252,Nelson,Leslie,F,16/04/2003,Jordan,lnelson799,student10001252@sample.edu,2,1,2020-09-20,2022-06-30,UG,Accountancy & Finance
2020/21,10001253,Joseph,Benjamin,M,08/02/1997,United States,bjoseph334,student10001253@sample.edu,1,1,2020-09-20,2023-06-30,UG,Accountancy & Finance
2020/21,10001254,Hunter,Cody,M,20/11/1996,Canada,chunter808,student10001254@sample.edu,2,1,2020-09-20,2022-06-30,UG,Accountancy & Finance
2020/21,10001255,Beck,Rodney,M,29/09/2002,United States,rbeck717,student10001255@sample.edu,1,1,2020-09-20,2023-06-30,UG,Accountancy & Finance
2020/21,10001256,Lee,Joshua,M,30/06/2003,Pakistan,jlee303,student10001256@sample.edu,1,1,2020-09-20,2023-06-30,UG,Accountancy & Finance
2020/21,10001257,Williamson,Mark,M,13/03/1998,Egypt,mwilliamson817,student10001257@sample.edu,3,1,2020-09-20,2021-06-30,UG,Accountancy & Finance
2020/21,10001258,Bond,Christina,F,18/06/1997,Canada,cbond519,student10001258@sample.edu,1,1,2020-09-20,2023-06-30,UG,Accountancy & Finance
2020/21,10001259,Garner,Christine,F,31/08/2001,United Kingdom,cgarner458,student10001259@sample.edu,1,1,2020-09-20,2023-06-30,UG,Accountancy & Finance
2020/21,10001260,Wilson,Valerie,F,19/01/2002,Pakistan,vwilson312,student10001260@sample.edu,1,1,2020-09-20,2023-06-30,UG,Accountancy & Finance
2020/21,10001261,Doyle,Elizabeth,F,09/01/2002,Pakistan,edoyle926,student10001261@sample.edu,2,1,2020-09-20,2022-06-30,UG,Accountancy & Finance
2020/21,10001262,Wood,Anthony,M,30/01/2000,Canada,awood951,student10001262@sample.edu,1,1,2020-09-20,2023-06-30,UG,Accountancy & Finance
2020/21,10001263,Chen,Henry,M,17/07/2003,Bangladesh,hchen340,student10001263@sample.edu,2,1,2020-09-20,2022-06-30,UG,Accountancy & Finance
2020/21,10001264,Richardson,Ethan,M,23/11/1999,Egypt,erichardson262,student10001264@sample.edu,1,1,2020-09-20,2023-06-30,UG,Accountancy & Finance
2020/21,10001265,Carter,Mariah,F,14/07/1995,India,mcarter946,student10001265@sample.edu,1,1,2020-09-20,2023-06-30,UG,Accountancy & Finance
2020/21,10001266,Mercado,Kristina,F,21/02/1997,Philippines,kmercado717,student10001266@sample.edu,1,1,2020-09-20,2023-06-30,UG,Accountancy & Finance
2020/21,10001267,Welch,Alan,M,20/09/1995,Philippines,awelch66,student10001267@sample.edu,1,1,2020-09-20,2023-06-30,UG,Accountancy & Finance
2020/21,10001268,Nelson,Raven,F,03/05/2001,Canada,rnelson611,student10001268@sample.edu,3,1,2020-09-20,2021-06-30,UG,Accountancy & Finance
2020/21,10001269,Davidson,Marissa,F,17/02/1999,Canada,mdavidson201,student10001269@sample.edu,1,1,2020-09-20,2023-06-30,UG,Accountancy & Finance
