Academic_Year,Student_ID,Surname,Forename,Gender,Date_of_Birth,Nationality,username,email,Prog_Yr,Stud_Yr,AIMS_Start,AIMS_ExpEnd,Category,Programme_Name
2022/23,10002426,Davis,Adrienne,F,30/04/2005,Egypt,adavis549,student10002426@sample.edu,1,1,2022-09-20,2025-06-30,UG,Accountancy & Finance
2022/23,10002427,Watson,Felicia,F,17/08/2004,United States,fwatson689,student10002427@sample.edu,1,1,2022-09-20,2025-06-30,UG,Accountancy & Finance
2022/23,10002428,Hurley,Brendan,M,29/08/2005,Canada,bhurley62,student10002428@sample.edu,1,1,2022-09-20,2025-06-30,UG,Accountancy & Finance
2022/23,10002429,Kirby,John,M,07/03/1997,United States,jkirby420,student10002429@sample.edu,1,1,2022-09-20,2025-06-30,UG,Accountancy & Finance
2022/23,10002430,Morrison,Laura,F,24/08/2000,India,lmorrison922,student10002430@sample.edu,3,1,2022-09-20,2023-06-30,UG,Accountancy & Finance
2022/23,10002431,Campos,Chad,M,25/05/1997,Bangladesh,ccampos751,student10002431@sample.edu,2,1,2022-09-20,2024-06-30,UG,Accountancy & Finance
2022/23,10002432,Porter,Kenneth,M,25/03/2000,Philippines,kporter465,student10002432@sample.edu,1,1,2022-09-20,2025-06-30,UG,Accountancy & Finance
2022/23,10002433,Baker,Jimmy,M,22/09/2004,Philippines,jbaker482,student10002433@sample.edu,1,1,2022-09-20,2025-06-30,UG,Accountancy & Finance
2022/23,10002434,Banks,Karen,F,24/04/2003,United States,kbanks156,student10002434@sample.edu,1,1,2022-09-20,2025-06-30,UG,Accountancy & Finance
2022/23,10002435,Brown,Linda,F,13/08/2005,Jordan,lbrown492,student10002435@sample.edu,3,1,2022-09-20,2023-06-30,UG,Accountancy & Finance
2022/23,10002436,Young,Tiffany,F,01/02/1997,United States,tyoung664,student10002436@sample.edu,1,1,2022-09-20,2025-06-30,UG,Accountancy & Finance
2022/23,10002437,Herrera,Michael,M,22/01/2001,Jordan,mherrera819,student10002437@sample.edu,1,1,2022-09-20,2025-06-30,UG,Accountancy & Finance
2022/23,10002438,Anderson,Daniel,M,15/06/2004,Pakistan,danderson452,student10002438@sample.edu,3,1,2022-09-20,2023-06-30,UG,Accountancy & Finance
2022/23,10002439,Shaffer,Harold,M,17/02/2005,Bangladesh,hshaffer930,student10002439@sample.edu,1,1,2022-09-20,2025-06-30,UG,Accountancy & Finance
2022/23,10002440,Trujillo,Justin,M,19/01/2001,India,jtrujillo627,student10002440@sample.edu,2,1,2022-09-20,2024-06-30,UG,Accountancy & Finance
2022/23,10002441,Walsh,Jessica,F,29/11/2001,United States,jwalsh711,student10002441@sample.edu,1,1,2022-09-20,2025-06-30,UG,Accountancy & Finance
2022/23,10002442,Collins,John,M,07/06/2002,United Kingdom,jcollins797,student10002442@sample.edu,1,1,2022-09-20,2025-06-30,UG,Accountancy & Finance
2022/23,10002443,Stewart,Alexandra,F,09/05/2002,Philippines,astewart130,student10002443@sample.edu,3,1,2022-09-20,2023-06-30,UG,Accountancy & Finance
2022/23,10002444,Robertson,Christine,F,25/06/1997,Pakistan,crobertson937,student10002444@sample.edu,1,1,2022-09-20,2025-06-30,UG,Accountancy & Finance
2022/23,10002445,Hughes,Kimberly,F,04/11/1998,Bangladesh,khughes371,student10002445@sample.edu,2,1,2022-09-20,2024-06-30,UG,Accountancy & Finance
2022/23,10002446,Melton,Troy,M,06/03/2001,Canada,tmelton465,student10002446@sample.edu,1,1,2022-09-20,2025-06-30,UG,Accountancy & Finance
2022/23,10002447,Bennett,Ronald,M,01/02/2001,Pakistan,rbennett121,student10002447@sample.edu,3,1,2022-09-20,2023-06-30,UG,Accountancy & Finance
2022/23,10002448,Williams,Michael,M,04/09/1997,India,mwilliams390,student10002448@sample.edu,1,1,2022-09-20,2025-06-30,UG,Accountancy & Finance
2022/23,10002449,Martinez,Christine,F,12/09/2002,United States,cmartinez37,student10002449@sample.edu,2,1,2022-09-20,2024-06-30,UG,Accountancy & Finance
2022/23,10002450,Garcia,Alexander,M,09/06/1997,Pakistan,agarcia181,student10002450@sample.edu,1,1,2022-09-20,2025-06-30,UG,Accountancy & Finance
2022/23,10002451,Bush,Laura,F,26/12/2003,India,lbush354,student10002451@sample.edu,1,1,2022-09-20,2025-06-30,UG,Accountancy & Finance
2022/23,10002452,Gomez,Tracy,F,08/10/2001,Philippines,tgomez32,student10002452@sample.edu,1,1,2022-09-20,2025-06-30,UG,Accountancy & Finance
