Academic_Year,Student_ID,Surname,Forename,Gender,Date_of_Birth,Nationality,username,email,Prog_Yr,Stud_Yr,AIMS_Start,AIMS_ExpEnd,Category,Programme_Name
2021/22,10001880,Lopez,Peter,M,08/01/1998,Bangladesh,plopez760,student10001880@sample.edu,3,1,2021-09-20,2022-06-30,UG,Accountancy & Finance
2021/22,10001881,Oliver,Colleen,F,19/03/2004,Canada,coliver221,student10001881@sample.edu,3,1,2021-09-20,2022-06-30,UG,Accountancy & Finance
2021/22,10001882,Dixon,Paula,F,21/03/2002,Pakistan,pdixon211,student10001882@sample.edu,1,1,2021-09-20,2024-06-30,UG,Accountancy & Finance
2021/22,10001883,Sutton,James,M,29/01/1996,United Kingdom,jsutton709,student10001883@sample.edu,1,1,2021-09-20,2024-06-30,UG,Accountancy & Finance
2021/22,10001884,Walker,Rhonda,F,06/01/2002,Philippines,rwalker986,student10001884@sample.edu,1,1,2021-09-20,2024-06-30,UG,Accountancy & Finance
2021/22,10001885,Collins,Jon,M,17/03/2000,Philippines,jcollins244,student10001885@sample.edu,1,1,2021-09-20,2024-06-30,UG,Accountancy & Finance
2021/22,10001886,Lewis,David,M,19/10/1998,Egypt,dlewis645,student10001886@sample.edu,1,1,2021-09-20,2024-06-30,UG,Accountancy & Finance
2021/22,10001887,King,Austin,M,24/12/2004,Canada,aking380,student10001887@sample.edu,1,1,2021-09-20,2024-06-30,UG,Accountancy & Finance
2021/22,10001888,Cruz,Stacey,F,07/02/2000,United Kingdom,scruz588,student10001888@sample.edu,1,1,2021-09-20,2024-06-30,UG,Accountancy & Finance
2021/22,10001889,Bullock,Jennifer,F,16/10/1997,Philippines,jbullock306,student10001889@sample.edu,1,1,2021-09-20,2024-06-30,UG,Accountancy & Finance
2021/22,10001890,Holmes,Corey,M,08/03/1997,Bangladesh,cholmes591,student10001890@sample.edu,2,1,2021-09-20,2023-06-30,UG,Accountancy & Finance
2021/22,10001891,Kramer,Erin,F,05/10/1998,Philippines,ekramer816,student10001891@sample.edu,2,1,2021-09-20,2023-06-30,UG,Accountancy & Finance
2021/22,10001892,Garner,Kayla,F,22/10/2002,India,kgarner664,student10001892@sample.edu,1,1,2021-09-20,2024-06-30,UG,Accountancy & Finance
2021/22,10001893,Jimenez,Brian,M,06/05/1996,Bangladesh,bjimenez537,student10001893@sample.edu,3,1,2021-09-20,2022-06-30,UG,Accountancy & Finance
2021/22,10001894,Carr,Anthony,M,20/08/1999,Bangladesh,acarr298,student10001894@sample.edu,1,1,2021-09-20,2024-06-30,UG,Accountancy & Finance
2021/22,10001895,Tapia,Brenda,F,13/04/2003,India,btapia108,student10001895@sample.edu,3,1,2021-09-20,2022-06-30,UG,Accountancy & Finance
2021/22,10001896,Lawrence,Angela,F,04/03/1998,Egypt,alawrence683,student10001896@sample.edu,1,1,2021-09-20,2024-06-30,UG,Accountancy & Finance
2021/22,10001897,Rodriguez,Ashley,F,17/04/2004,India,arodriguez320,student10001897@sample.edu,2,1,2021-09-20,2023-06-30,UG,Accountancy & Finance
2021/22,10001898,Glover,Edward,M,14/11/1996,Bangladesh,eglover376,student10001898@sample.edu,1,1,2021-09-20,2024-06-30,UG,Accountancy & Finance
2021/22,10001899,Cervantes,Benjamin,M,04/10/2002,Jordan,bcervantes684,student10001899@sample.edu,2,1,2021-09-20,2023-06-30,UG,Accountancy & Finance
2021/22,10001900,Schwartz,Megan,F,29/08/2002,United Kingdom,mschwartz882,student10001900@sample.edu,2,1,2021-09-20,2023-06-30,UG,Accountancy & Finance
2021/22,10001901,Lewis,Amy,F,17/09/2004,United Kingdom,alewis62,student10001901@sample.edu,1,1,2021-09-20,2024-06-30,UG,Accountancy & Finance
2021/22,10001902,Kelly,Tiffany,F,16/02/2003,Pakistan,tkelly544,student10001902@sample.edu,1,1,2021-09-20,2024-06-30,UG,Accountancy & Finance
2021/22,10001903,Johnson,Justin,M,18/10/2002,India,jjohnson731,student10001903@sample.edu,2,1,2021-09-20,2023-06-30,UG,Accountancy & Finance
2021/22,10001904,Rivera,April,F,21/11/2004,Jordan,arivera741,student10001904@sample.edu,1,1,2021-09-20,2024-06-30,UG,Accountancy & Finance
2021/22,10001905,Wilson,Amanda,F,14/09/1998,Philippines,awilson821,student10001905@sample.edu,3,1,2021-09-20,2022-06-30,UG,Accountancy & Finance
2021/22,10001906,Peck,Laura,F,23/01/1999,Bangladesh,lpeck419,student10001906@sample.edu,1,1,2021-09-20,2024-06-30,UG,Accountancy & Finance
2021/22,10001907,Christian,Michael,M,08/07/1996,India,mchristian438,student10001907@sample.edu,1,1,2021-09-20,2024-06-30,UG,Accountancy & Finance
2021/22,10001908,Ford,Austin,M,12/07/1997,Bangladesh,aford843,student10001908@sample.edu,1,1,2021-09-20,2024-06-30,UG,Accountancy & Finance
2021/22,10001909,Graham,Ashley,F,05/07/2003,Canada,agraham906,student10001909@sample.edu,3,1,2021-09-20,2022-06-30,UG,Accountancy & Finance
2021/22,10001910,Kim,Daniel,M,25/08/2000,Jordan,dkim972,student10001910@sample.edu,1,1,2021-09-20,2024-06-30,UG,Accountancy & Finance
2021/22,10001911,King,Jennifer,F,10/02/2001,India,jking232,student10001911@sample.edu,1,1,2021-09-20,2024-06-30,UG,Accountancy & Finance
2021/22,10001912,Green,Krista,F,09/07/1996,Jordan,kgreen594,student10001912@sample.edu,1,1,2021-09-20,2024-06-30,UG,Accountancy & Finance
2021/22,10001913,Hernandez,Stacy,F,23/01/2001,Philippines,shernandez338,student10001913@sample.edu,1,1,2021-09-20,2024-06-30,UG,Accountancy & Finance
2021/22,10001914,Watkins,Megan,F,17/10/2004,India,mwatkins939,student10001914@sample.edu,1,1,2021-09-20,2024-06-30,UG,Accountancy & Finance
2021/22,10001915,Brown,Robert,M,01/09/2003,Egypt,rbrown779,student10001915@sample.edu,1,1,2021-09-20,2024-06-30,UG,Accountancy & Finance
2021/22,10001916,Kaufman,Douglas,M,07/11/1998,Canada,dkaufman144,student10001916@sample.edu,3,1,2021-09-20,2022-06-30,UG,Accountancy & Finance
2021/22,10001917,Wilkinson,Bethany,F,12/07/1999,Egypt,bwilkinson283,student10001917@sample.edu,1,1,2021-09-20,2024-06-30,UG,Accountancy & Finance
2021/22,10001918,Rodgers,Darryl,M,14/03/2003,Canada,drodgers298,student10001918@sample.edu,2,1,2021-09-20,2023-06-30,UG,Accountancy & Finance
2021/22,10001919,Galvan,Dustin,M,28/05/2000,Jordan,dgalvan19,student10001919@sample.edu,3,1,2021-09-20,2022-06-30,UG,Accountancy & Finance
2021/22,10001920,Fernandez,Nathan,M,19/07/1996,United Kingdom,nfernandez230,student10001920@sample.edu,1,1,2021-09-20,2024-06-30,UG,Accountancy & Finance
2021/22,10001921,Casey,Raymond,M,09/10/1999,United Kingdom,rcasey368,student10001921@sample.edu,3,1,2021-09-20,2022-06-30,UG,Accountancy & Finance
2021/22,10001922,Larsen,Michelle,F,14/04/1998,Philippines,mlarsen567,student10001922@sample.edu,1,1,2021-09-20,2024-06-30,UG,Accountancy & Finance
2021/22,10001923,Lee,Amanda,F,16/09/1996,India,alee43,student10001923@sample.edu,1,1,2021-09-20,2024-06-30,UG,Accountancy & Finance
2021/22,10001924,Hernandez,Robin,F,18/06/2002,India,rhernandez791,student10001924@sample.edu,1,1,2021-09-20,2024-06-30,UG,Accountancy & Finance
2021/22,10001925,Davis,Anthony,M,09/08/1996,Pakistan,adavis534,student10001925@sample.edu,1,1,2021-09-20,2024-06-30,UG,Accountancy & Finance
2021/22,10001926,Peterson,Lisa,F,12/10/2000,Bangladesh,lpeterson932,student10001926@sample.edu,1,1,2021-09-20,2024-06-30,UG,Accountancy & Finance
2021/22,10001927,Butler,Christopher,M,05/12/1998,Egypt,cbutler790,student10001927@sample.edu,1,1,2021-09-20,2024-06-30,UG,Accountancy & Finance
2021/22,10001928,Carter,Lisa,F,08/12/2003,India,lcarter443,student10001928@sample.edu,1,1,2021-09-20,2024-06-30,UG,Accountancy & Finance
2021/22,10001929,Smith,Charles,M,31/12/1997,Pakistan,csmith104,student10001929@sample.edu,1,1,2021-09-20,2024-06-30,UG,Accountancy & Finance
2021/22,10001930,Baker,James,M,07/02/2002,India,jbaker853,student10001930@sample.edu,1,1,2021-09-20,2024-06-30,UG,Accountancy & Finance
2021/22,10001931,Smith,Bonnie,F,26/07/1996,Jordan,bsmith374,student10001931@sample.edu,3,1,2021-09-20,2022-06-30,UG,Accountancy & Finance
2021/22,10001932,Singh,Charlene,F,20/09/1999,Bangladesh,csingh163,student10001932@sample.edu,1,1,2021-09-20,2024-06-30,UG,Accountancy & Finance
2021/22,10001933,Green,Paul,M,13/03/2004,United States,pgreen843,student10001933@sample.edu,1,1,2021-09-20,2024-06-30,UG,Accountancy & Finance
2021/22,10001934,Wang,Brittany,F,27/02/2004,Bangladesh,bwang922,student10001934@sample.edu,1,1,2021-09-20,2024-06-30,UG,Accountancy & Finance
2021/22,10001935,Davis,Stacey,F,30/08/2002,Bangladesh,sdavis995,student10001935@sample.edu,1,1,2021-09-20,2024-06-30,UG,Accountancy & Finance
2021/22,10001936,Nicholson,Troy,M,03/02/1998,United Kingdom,tnicholson696,student10001936@sample.edu,1,1,2021-09-20,2024-06-30,UG,Accountancy & Finance
2021/22,10001937,Roberts,Carla,F,12/04/2000,United States,croberts553,student10001937@sample.edu,1,1,2021-09-20,2024-06-30,UG,Accountancy & Finance
2021/22,10001938,Evans,Julie,F,02/10/2003,Egypt,jevans363,student10001938@sample.edu,1,1,2021-09-20,2024-06-30,UG,Accountancy & Finance
2021/22,10001939,Walker,John,M,20/07/1998,Jordan,jwalker770,student10001939@sample.edu,1,1,2021-09-20,2024-06-30,UG,Accountancy & Finance
2021/22,10001940,Campbell,Regina,F,23/05/1996,India,rcampbell96,student10001940@sample.edu,1,1,2021-09-20,2024-06-30,UG,Accountancy & Finance
2021/22,10001941,Joyce,Eric,M,21/03/2004,Canada,ejoyce395,student10001941@sample.edu,1,1,2021-09-20,2024-06-30,UG,Accountancy & Finance
2021/22,10001942,Willis,Ashley,F,01/08/1997,United Kingdom,awillis571,student10001942@sample.edu,1,1,2021-09-20,2024-06-30,UG,Accountancy & Finance
2021/22,10001943,Golden,Shaun,M,30/11/2001,United Kingdom,sgolden325,student10001943@sample.edu,1,1,2021-09-20,2024-06-30,UG,Accountancy & Finance
