Academic_Year,Student_ID,Surname,Forename,Gender,Date_of_Birth,Nationality,username,email,Prog_Yr,Stud_Yr,AIMS_Start,AIMS_ExpEnd,Category,Programme_Name
2024/25,10003359,Miller,Megan,F,04/02/2001,United States,mmiller868,student10003359@sample.edu,1,1,2024-09-20,2027-06-30,UG,Accountancy & Finance
2024/25,10003360,Bowman,Jacqueline,F,10/10/2002,Canada,jbowman317,student10003360@sample.edu,2,1,2024-09-20,2026-06-30,UG,Accountancy & Finance
2024/25,10003361,Martin,Courtney,F,05/09/2007,United States,cmartin714,student10003361@sample.edu,1,1,2024-09-20,2027-06-30,UG,Accountancy & Finance
2024/25,10003362,Gibson,Sally,F,10/06/2006,Canada,sgibson605,student10003362@sample.edu,1,1,2024-09-20,2027-06-30,UG,Accountancy & Finance
2024/25,10003363,Greene,Natalie,F,10/05/2002,India,ngreene81,student10003363@sample.edu,1,1,2024-09-20,2027-06-30,UG,Accountancy & Finance
2024/25,10003364,Ruiz,Nancy,F,26/01/2000,United States,nruiz62,student10003364@sample.edu,1,1,2024-09-20,2027-06-30,UG,Accountancy & Finance
2024/25,10003365,Cruz,Russell,M,26/03/2005,United Kingdom,rcruz967,student10003365@sample.edu,1,1,2024-09-20,2027-06-30,UG,Accountancy & Finance
2024/25,10003366,Decker,Robert,M,30/01/2001,United Kingdom,rdecker593,student10003366@sample.edu,1,1,2024-09-20,2027-06-30,UG,Accountancy & Finance
2024/25,10003367,Walton,Kristina,F,07/05/2003,United Kingdom,kwalton205,student10003367@sample.edu,1,1,2024-09-20,2027-06-30,UG,Accountancy & Finance
2024/25,10003368,Schwartz,Lisa,F,16/12/2005,United States,lschwartz517,student10003368@sample.edu,3,1,2024-09-20,2025-06-30,UG,Accountancy & Finance
2024/25,10003369,Smith,Colleen,F,18/02/2007,Jordan,csmith502,student10003369@sample.edu,3,1,2024-09-20,2025-06-30,UG,Accountancy & Finance
2024/25,10003370,Ruiz,Maria,F,28/02/2002,United Kingdom,mruiz879,student10003370@sample.edu,1,1,2024-09-20,2027-06-30,UG,Accountancy & Finance
2024/25,10003371,Hall,Isaac,M,16/07/2007,United Kingdom,ihall742,student10003371@sample.edu,1,1,2024-09-20,2027-06-30,UG,Accountancy & Finance
2024/25,10003372,Montoya,Makayla,F,15/10/2003,Egypt,mmontoya696,student10003372@sample.edu,1,1,2024-09-20,2027-06-30,UG,Accountancy & Finance
2024/25,10003373,Cowan,Alice,F,16/07/2002,United States,acowan839,student10003373@sample.edu,1,1,2024-09-20,2027-06-30,UG,Accountancy & Finance
2024/25,10003374,Walker,Kristina,F,17/03/2005,Canada,kwalker474,student10003374@sample.edu,1,1,2024-09-20,2027-06-30,UG,Accountancy & Finance
2024/25,10003375,Wood,Kelsey,F,22/08/2000,Pakistan,kwood590,student10003375@sample.edu,2,1,2024-09-20,2026-06-30,UG,Accountancy & Finance
2024/25,10003376,Rivas,Michelle,F,28/03/2000,Egypt,mrivas570,student10003376@sample.edu,3,1,2024-09-20,2025-06-30,UG,Accountancy & Finance
2024/25,10003377,Brown,Madison,F,26/02/2002,India,mbrown80,student10003377@sample.edu,1,1,2024-09-20,2027-06-30,UG,Accountancy & Finance
2024/25,10003378,Campos,Gavin,M,08/07/2001,Egypt,gcampos876,student10003378@sample.edu,1,1,2024-09-20,2027-06-30,UG,Accountancy & Finance
2024/25,10003379,Perkins,Jill,F,18/06/2001,United States,jperkins959,student10003379@sample.edu,1,1,2024-09-20,2027-06-30,UG,Accountancy & Finance
2024/25,10003380,Clarke,Charles,M,29/11/2007,Jordan,cclarke183,student10003380@sample.edu,2,1,2024-09-20,2026-06-30,UG,Accountancy & Finance
2024/25,10003381,Barker,Michael,M,09/12/2000,Canada,mbarker320,student10003381@sample.edu,1,1,2024-09-20,2027-06-30,UG,Accountancy & Finance
2024/25,10003382,Allen,Monica,F,23/03/2006,United Kingdom,mallen17,student10003382@sample.edu,1,1,2024-09-20,2027-06-30,UG,Accountancy & Finance
2024/25,10003383,Williams,Jodi,F,21/10/2007,Philippines,jwilliams156,student10003383@sample.edu,1,1,2024-09-20,2027-06-30,UG,Accountancy & Finance
2024/25,10003384,Adams,Peter,M,21/09/2003,United Kingdom,padams439,student10003384@sample.edu,1,1,2024-09-20,2027-06-30,UG,Accountancy & Finance
2024/25,10003385,Harris,Randy,M,18/11/2006,India,rharris290,student10003385@sample.edu,1,1,2024-09-20,2027-06-30,UG,Accountancy & Finance
2024/25,10003386,Nguyen,Sean,M,20/04/2006,Egypt,snguyen366,student10003386@sample.edu,1,1,2024-09-20,2027-06-30,UG,Accountancy & Finance
2024/25,10003387,Bowen,Mary,F,25/10/1999,United States,mbowen605,student10003387@sample.edu,1,1,2024-09-20,2027-06-30,UG,Accountancy & Finance
2024/25,10003388,Green,Tricia,F,17/10/2007,Pakistan,tgreen368,student10003388@sample.edu,1,1,2024-09-20,2027-06-30,UG,Accountancy & Finance
2024/25,10003389,Miller,Keith,M,17/08/2004,Canada,kmiller94,student10003389@sample.edu,3,1,2024-09-20,2025-06-30,UG,Accountancy & Finance
2024/25,10003390,Martin,Lisa,F,22/02/2007,Jordan,lmartin389,student10003390@sample.edu,2,1,2024-09-20,2026-06-30,UG,Accountancy & Finance
2024/25,10003391,Holt,David,M,31/03/1999,Philippines,dholt955,student10003391@sample.edu,1,1,2024-09-20,2027-06-30,UG,Accountancy & Finance
2024/25,10003392,Blake,Brandi,F,26/05/2007,United Kingdom,bblake252,student10003392@sample.edu,2,1,2024-09-20,2026-06-30,UG,Accountancy & Finance
2024/25,10003393,Gray,Kevin,M,27/04/2004,United States,kgray998,student10003393@sample.edu,1,1,2024-09-20,2027-06-30,UG,Accountancy & Finance
2024/25,10003394,Morgan,Sara,F,26/02/2000,Pakistan,smorgan968,student10003394@sample.edu,1,1,2024-09-20,2027-06-30,UG,Accountancy & Finance
2024/25,10003395,Mclaughlin,David,M,11/10/1999,Canada,dmclaughlin531,student10003395@sample.edu,1,1,2024-09-20,2027-06-30,UG,Accountancy & Finance
2024/25,10003396,Freeman,Suzanne,F,02/10/2001,India,sfreeman834,student10003396@sample.edu,1,1,2024-09-20,2027-06-30,UG,Accountancy & Finance
2024/25,10003397,Sanders,Tony,M,11/01/2000,United States,tsanders830,student10003397@sample.edu,1,1,2024-09-20,2027-06-30,UG,Accountancy & Finance
2024/25,10003398,Weber,Eduardo,M,14/03/2001,India,eweber867,student10003398@sample.edu,1,1,2024-09-20,2027-06-30,UG,Accountancy & Finance
2024/25,10003399,Hogan,Cindy,F,11/09/2007,Canada,chogan320,student10003399@sample.edu,2,1,2024-09-20,2026-06-30,UG,Accountancy & Finance
2024/25,10003400,Jones,Paula,F,03/05/2001,Jordan,pjones490,student10003400@sample.edu,3,1,2024-09-20,2025-06-30,UG,Accountancy & Finance
2024/25,10003401,Guzman,Gregory,M,18/02/2006,Philippines,gguzman80,student10003401@sample.edu,1,1,2024-09-20,2027-06-30,UG,Accountancy & Finance
2024/25,10003402,Gross,Elizabeth,F,05/05/2005,Philippines,egross200,student10003402@sample.edu,2,1,2024-09-20,2026-06-30,UG,Accountancy & Finance
