Academic_Year,Student_ID,Surname,Forename,Gender,Date_of_Birth,Nationality,username,email,Prog_Yr,Stud_Yr,AIMS_Start,AIMS_ExpEnd,Category,Programme_Name
2019/20,10000622,Oliver,Samantha,F,21/02/1994,Pakistan,soliver478,student10000622@sample.edu,3,1,2019-09-20,2020-06-30,UG,Accountancy & Finance
2019/20,10000623,Meyer,William,M,12/09/1996,India,wmeyer533,student10000623@sample.edu,1,1,2019-09-20,2022-06-30,UG,Accountancy & Finance
2019/20,10000624,Underwood,Johnny,M,10/06/2002,Pakistan,junderwood815,student10000624@sample.edu,1,1,2019-09-20,2022-06-30,UG,Accountancy & Finance
2019/20,10000625,Wright,Catherine,F,11/04/2000,Jordan,cwright190,student10000625@sample.edu,1,1,2019-09-20,2022-06-30,UG,Accountancy & Finance
2019/20,10000626,Williams,Melissa,F,08/04/1995,Canada,mwilliams539,student10000626@sample.edu,1,1,2019-09-20,2022-06-30,UG,Accountancy & Finance
2019/20,10000627,Gordon,Samuel,M,03/03/2000,Pakistan,sgordon398,student10000627@sample.edu,2,1,2019-09-20,2021-06-30,UG,Accountancy & Finance
2019/20,10000628,Cox,James,M,17/02/1998,Jordan,jcox816,student10000628@sample.edu,1,1,2019-09-20,2022-06-30,UG,Accountancy & Finance
2019/20,10000629,Parker,Matthew,M,29/12/1994,Egypt,mparker52,student10000629@sample.edu,1,1,2019-09-20,2022-06-30,UG,Accountancy & Finance
2019/20,10000630,Walters,Allison,F,22/01/1994,United Kingdom,awalters624,student10000630@sample.edu,3,1,2019-09-20,2020-06-30,UG,Accountancy & Finance
2019/20,10000631,Li,Gabriella,F,05/10/1997,Philippines,gli927,student10000631@sample.edu,1,1,2019-09-20,2022-06-30,UG,Accountancy & Finance
2019/20,10000632,Webb,Sean,M,06/03/1996,Bangladesh,swebb653,student10000632@sample.edu,1,1,2019-09-20,2022-06-30,UG,Accountancy & Finance
2019/20,10000633,Smith,Christina,F,25/12/2000,United Kingdom,csmith581,student10000633@sample.edu,3,1,2019-09-20,2020-06-30,UG,Accountancy & Finance
2019/20,10000634,Shepherd,Thomas,M,15/12/2000,Pakistan,tshepherd580,student10000634@sample.edu,1,1,2019-09-20,2022-06-30,UG,Accountancy & Finance
2019/20,10000635,Bowen,Brittany,F,12/07/2002,Philippines,bbowen905,student10000635@sample.edu,1,1,2019-09-20,2022-06-30,UG,Accountancy & Finance
2019/20,10000636,Little,Steven,M,20/08/1999,Pakistan,slittle616,student10000636@sample.edu,1,1,2019-09-20,2022-06-30,UG,Accountancy & Finance
2019/20,10000637,Simmons,Kevin,M,26/12/1998,United States,ksimmons18,student10000637@sample.edu,3,1,2019-09-20,2020-06-30,UG,Accountancy & Finance
2019/20,10000638,Hicks,Joseph,M,18/04/1995,Philippines,jhicks229,student10000638@sample.edu,1,1,2019-09-20,2022-06-30,UG,Accountancy & Finance
2019/20,10000639,Roberts,Timothy,M,31/05/1999,Egypt,troberts279,student10000639@sample.edu,1,1,2019-09-20,2022-06-30,UG,Accountancy & Finance
2019/20,10000640,Perez,Bruce,M,12/04/1995,Jordan,bperez538,student10000640@sample.edu,1,1,2019-09-20,2022-06-30,UG,Accountancy & Finance
2019/20,10000641,Weaver,Luis,M,25/08/1995,Philippines,lweaver445,student10000641@sample.edu,1,1,2019-09-20,2022-06-30,UG,Accountancy & Finance
2019/20,10000642,Johnson,Shelley,F,17/07/1998,Philippines,sjohnson292,student10000642@sample.edu,1,1,2019-09-20,2022-06-30,UG,Accountancy & Finance
2019/20,10000643,Forbes,Sean,M,31/07/1994,Canada,sforbes638,student10000643@sample.edu,1,1,2019-09-20,2022-06-30,UG,Accountancy & Finance
2019/20,10000644,Moore,Connie,F,26/04/2000,Egypt,cmoore815,student10000644@sample.edu,3,1,2019-09-20,2020-06-30,UG,Accountancy & Finance
2019/20,10000645,Smith,Donald,M,02/05/2000,Bangladesh,dsmith306,student10000645@sample.edu,2,1,2019-09-20,2021-06-30,UG,Accountancy & Finance
2019/20,10000646,Palmer,Richard,M,18/06/1995,United Kingdom,rpalmer608,student10000646@sample.edu,1,1,2019-09-20,2022-06-30,UG,Accountancy & Finance
2019/20,10000647,Green,Kelsey,F,28/12/2001,Philippines,kgreen19,student10000647@sample.edu,1,1,2019-09-20,2022-06-30,UG,Accountancy & Finance
