Academic_Year,Student_ID,Surname,Forename,Gender,Date_of_Birth,Nationality,username,email,Prog_Yr,Stud_Yr,AIMS_Start,AIMS_ExpEnd,Category,Programme_Name
2025/26,10003814,Leon,Timothy,M,23/05/2002,Canada,tleon422,student10003814@sample.edu,1,1,2025-09-20,2028-06-30,UG,Accountancy & Finance
2025/26,10003815,Reynolds,Julie,F,18/09/2004,Jordan,jreynolds96,student10003815@sample.edu,1,1,2025-09-20,2028-06-30,UG,Accountancy & Finance
2025/26,10003816,Parker,Tracey,F,10/10/2002,Jordan,tparker274,student10003816@sample.edu,1,1,2025-09-20,2028-06-30,UG,Accountancy & Finance
2025/26,10003817,Wells,Rachel,F,28/12/2002,Philippines,rwells388,student10003817@sample.edu,1,1,2025-09-20,2028-06-30,UG,Accountancy & Finance
2025/26,10003818,Hernandez,Karen,F,21/02/2007,India,khernandez565,student10003818@sample.edu,1,1,2025-09-20,2028-06-30,UG,Accountancy & Finance
2025/26,10003819,Larson,Matthew,M,09/03/2003,Philippines,mlarson341,student10003819@sample.edu,1,1,2025-09-20,2028-06-30,UG,Accountancy & Finance
2025/26,10003820,Richardson,Anthony,M,13/12/2005,Philippines,arichardson114,student10003820@sample.edu,1,1,2025-09-20,2028-06-30,UG,Accountancy & Finance
2025/26,10003821,Curry,Carla,F,06/01/2004,Canada,ccurry967,student10003821@sample.edu,1,1,2025-09-20,2028-06-30,UG,Accountancy & Finance
2025/26,10003822,Nelson,Stephanie,F,04/01/2001,Bangladesh,snelson623,student10003822@sample.edu,1,1,2025-09-20,2028-06-30,UG,Accountancy & Finance
2025/26,10003823,Meyer,Matthew,M,14/12/2007,United Kingdom,mmeyer485,student10003823@sample.edu,1,1,2025-09-20,2028-06-30,UG,Accountancy & Finance
2025/26,10003824,Bender,Juan,M,21/07/2000,Egypt,jbender505,student10003824@sample.edu,1,1,2025-09-20,2028-06-30,UG,Accountancy & Finance
2025/26,10003825,Fowler,James,M,14/12/2004,Egypt,jfowler187,student10003825@sample.edu,1,1,2025-09-20,2028-06-30,UG,Accountancy & Finance
2025/26,10003826,Scott,Morgan,F,12/03/2006,Egypt,mscott430,student10003826@sample.edu,1,1,2025-09-20,2028-06-30,UG,Accountancy & Finance
2025/26,10003827,Hayes,Jose,M,05/12/2006,United Kingdom,jhayes175,student10003827@sample.edu,1,1,2025-09-20,2028-06-30,UG,Accountancy & Finance
2025/26,10003828,Thomas,Derek,M,06/08/2005,Pakistan,dthomas789,student10003828@sample.edu,1,1,2025-09-20,2028-06-30,UG,Accountancy & Finance
2025/26,10003829,Holland,Aaron,M,15/02/2000,United Kingdom,aholland985,student10003829@sample.edu,1,1,2025-09-20,2028-06-30,UG,Accountancy & Finance
2025/26,10003830,Phillips,Tanya,F,07/03/2005,Canada,tphillips373,student10003830@sample.edu,1,1,2025-09-20,2028-06-30,UG,Accountancy & Finance
2025/26,10003831,Huffman,Hailey,F,06/12/2008,Egypt,hhuffman349,student10003831@sample.edu,1,1,2025-09-20,2028-06-30,UG,Accountancy & Finance
2025/26,10003832,Harris,Jacob,M,29/05/2005,India,jharris408,student10003832@sample.edu,1,1,2025-09-20,2028-06-30,UG,Accountancy & Finance
2025/26,10003833,Sexton,Haley,F,21/08/2002,Pakistan,hsexton325,student10003833@sample.edu,1,1,2025-09-20,2028-06-30,UG,Accountancy & Finance
2025/26,10003834,Hawkins,Phillip,M,06/11/2007,United States,phawkins512,student10003834@sample.edu,3,1,2025-09-20,2026-06-30,UG,Accountancy & Finance
2025/26,10003835,Walton,Carla,F,03/05/2007,Philippines,cwalton920,student10003835@sample.edu,1,1,2025-09-20,2028-06-30,UG,Accountancy & Finance
2025/26,10003836,Harrison,Larry,M,09/02/2002,Egypt,lharrison533,student10003836@sample.edu,1,1,2025-09-20,2028-06-30,UG,Accountancy & Finance
2025/26,10003837,Wilson,Daniel,M,01/06/2007,Philippines,dwilson160,student10003837@sample.edu,1,1,2025-09-20,2028-06-30,UG,Accountancy & Finance
2025/26,10003838,Martinez,Keith,M,16/08/2005,Canada,kmartinez684,student10003838@sample.edu,1,1,2025-09-20,2028-06-30,UG,Accountancy & Finance
2025/26,10003839,White,Heather,F,02/01/2007,Canada,hwhite37,student10003839@sample.edu,1,1,2025-09-20,2028-06-30,UG,Accountancy & Finance
2025/26,10003840,Taylor,Alexander,M,22/01/2004,Jordan,ataylor420,student10003840@sample.edu,1,1,2025-09-20,2028-06-30,UG,Accountancy & Finance
2025/26,10003841,Taylor,Robert,M,07/02/2008,Pakistan,rtaylor845,student10003841@sample.edu,1,1,2025-09-20,2028-06-30,UG,Accountancy & Finance
2025/26,10003842,Peterson,Mary,F,13/01/2000,United Kingdom,mpeterson12,student10003842@sample.edu,3,1,2025-09-20,2026-06-30,UG,Accountancy & Finance
2025/26,10003843,Randall,Kenneth,M,30/05/2000,Jordan,krandall990,student10003843@sample.edu,1,1,2025-09-20,2028-06-30,UG,Accountancy & Finance
2025/26,10003844,Hernandez,Cassandra,F,25/08/2001,Bangladesh,chernandez415,student10003844@sample.edu,1,1,2025-09-20,2028-06-30,UG,Accountancy & Finance
2025/26,10003845,Stevenson,Angela,F,14/10/2003,Bangladesh,astevenson167,student10003845@sample.edu,1,1,2025-09-20,2028-06-30,UG,Accountancy & Finance
2025/26,10003846,Gordon,Diana,F,22/06/2003,Jordan,dgordon879,student10003846@sample.edu,1,1,2025-09-20,2028-06-30,UG,Accountancy & Finance
2025/26,10003847,Vaughan,Phillip,M,27/06/2003,Bangladesh,pvaughan421,student10003847@sample.edu,1,1,2025-09-20,2028-06-30,UG,Accountancy & Finance
2025/26,10003848,Brooks,Kristen,F,22/06/2005,Bangladesh,kbrooks918,student10003848@sample.edu,1,1,2025-09-20,2028-06-30,UG,Accountancy & Finance
2025/26,10003849,Smith,Sean,M,20/07/2002,Pakistan,ssmith540,student10003849@sample.edu,1,1,2025-09-20,2028-06-30,UG,Accountancy & Finance
2025/26,10003850,Grant,Amanda,F,28/06/2008,Bangladesh,agrant275,student10003850@sample.edu,1,1,2025-09-20,2028-06-30,UG,Accountancy & Finance
2025/26,10003851,Lewis,Jacob,M,01/02/2003,Philippines,jlewis20,student10003851@sample.edu,1,1,2025-09-20,2028-06-30,UG,Accountancy & Finance
2025/26,10003852,Gill,Brandon,M,13/12/2001,Egypt,bgill339,student10003852@sample.edu,3,1,2025-09-20,2026-06-30,UG,Accountancy & Finance
2025/26,10003853,White,Sara,F,20/01/2006,Canada,swhite456,student10003853@sample.edu,2,1,2025-09-20,2027-06-30,UG,Accountancy & Finance
2025/26,10003854,Reyes,Maria,F,09/09/2007,Bangladesh,mreyes527,student10003854@sample.edu,2,1,2025-09-20,2027-06-30,UG,Accountancy & Finance
2025/26,10003855,Jones,Jessica,F,15/06/2005,United States,jjones188,student10003855@sample.edu,1,1,2025-09-20,2028-06-30,UG,Accountancy & Finance
2025/26,10003856,Blevins,Lisa,F,14/09/2001,Canada,lblevins333,student10003856@sample.edu,3,1,2025-09-20,2026-06-30,UG,Accountancy & Finance
2025/26,10003857,Johnson,Lauren,F,21/01/2005,United Kingdom,ljohnson371,student10003857@sample.edu,1,1,2025-09-20,2028-06-30,UG,Accountancy & Finance
2025/26,10003858,Ward,Cynthia,F,21/01/2003,United States,cward417,student10003858@sample.edu,2,1,2025-09-20,2027-06-30,UG,Accountancy & Finance
2025/26,10003859,Parrish,Catherine,F,26/01/2003,India,cparrish487,student10003859@sample.edu,1,1,2025-09-20,2028-06-30,UG,Accountancy & Finance
2025/26,10003860,Evans,Eileen,F,15/11/2003,Egypt,eevans864,student10003860@sample.edu,3,1,2025-09-20,2026-06-30,UG,Accountancy & Finance
2025/26,10003861,Petty,Anthony,M,16/10/2005,United Kingdom,apetty471,student10003861@sample.edu,1,1,2025-09-20,2028-06-30,UG,Accountancy & Finance
2025/26,10003862,Wood,Heidi,F,20/12/2002,Egypt,hwood740,student10003862@sample.edu,1,1,2025-09-20,2028-06-30,UG,Accountancy & Finance
2025/26,10003863,Fletcher,Julia,F,14/06/2007,Egypt,jfletcher2,student10003863@sample.edu,2,1,2025-09-20,2027-06-30,UG,Politics and International Relations
2025/26,10003864,Rowe,Austin,M,28/11/2001,Jordan,arowe900,student10003864@sample.edu,1,1,2025-09-20,2028-06-30,UG,Politics and International Relations
2025/26,10003865,Williams,Daniel,M,13/12/2007,India,dwilliams560,student10003865@sample.edu,1,1,2025-09-20,2028-06-30,UG,Politics and International Relations
2025/26,10003866,Garcia,Heather,F,07/10/2004,Philippines,hgarcia814,student10003866@sample.edu,1,1,2025-09-20,2028-06-30,UG,Politics and International Relations
2025/26,10003867,Nelson,Angela,F,29/09/2006,Egypt,anelson285,student10003867@sample.edu,1,1,2025-09-20,2028-06-30,UG,Politics and International Relations
2025/26,10003868,White,Tiffany,F,05/01/2000,Philippines,twhite550,student10003868@sample.edu,1,1,2025-09-20,2028-06-30,UG,Politics and International Relations
2025/26,10003869,Adams,Sara,F,10/02/2001,Canada,sadams456,student10003869@sample.edu,3,1,2025-09-20,2026-06-30,UG,Politics and International Relations
2025/26,10003870,Golden,Jill,F,06/08/2000,Pakistan,jgolden468,student10003870@sample.edu,2,1,2025-09-20,2027-06-30,UG,Politics and International Relations
2025/26,10003871,Dean,Joyce,F,16/02/2001,Philippines,jdean672,student10003871@sample.edu,3,1,2025-09-20,2026-06-30,UG,Politics and International Relations
2025/26,10003872,Farley,Robert,M,08/04/2000,Egypt,rfarley136,student10003872@sample.edu,2,1,2025-09-20,2027-06-30,UG,Politics and International Relations
2025/26,10003873,Watkins,Bradley,M,25/03/2005,United Kingdom,bwatkins360,student10003873@sample.edu,1,1,2025-09-20,2028-06-30,UG,Politics and International Relations
2025/26,10003874,Jackson,Jeffrey,M,14/02/2007,Pakistan,jjackson150,student10003874@sample.edu,1,1,2025-09-20,2028-06-30,UG,Politics and International Relations
